from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,lr_scheduler,max_n_segments,num_mem_tokens,model_path,num_steps,exact_match,k2,freeze_model_weights
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,6,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_6x512_mem16_bs64_bptt--1_from_cpt_4-6/run_4,10000.0,0.9480000138282776,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_from_cpt_6-8/run_4,10000.0,0.9539999961853027,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_from_cpt_8-16/run_4,10000.0,0.968999981880188,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,2,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_from_cpt_16-32/run_4,10000.0,0.9649999737739563,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.9969969987869263,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.9929929971694946,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.9949949979782104,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.9439439177513123,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.9969969987869263,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.9949949979782104,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.9959959983825684,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.7617617845535278,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.9989989995956421,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.9839839935302734,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.9939939975738525,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.9929929971694946,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.44144144654273987,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.9619619846343994,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.9839839935302734,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.9819819927215576,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.8768768906593323,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.988988995552063,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.9529529809951782,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.23423422873020172,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.650650680065155,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.9639639854431152,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.879879891872406,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,2,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.18718717992305756,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,2,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.4374374449253082,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,2,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.8738738894462585,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,2,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.7557557821273804,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.18318317830562592,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.2742742598056793,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.7027027010917664,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.5475475192070007,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_4x512/run_4,,0.17017017304897308,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_8x512/run_4,,0.21421422064304352,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_16x512/run_4,,0.40040040016174316,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_32x512/run_4,,0.5575575828552246,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.9949949979782104,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.9909909963607788,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1024,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1024x512_mem16_bs64_bptt--1_eval_from_32x512_long/run_4,,0.3203203082084656,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.9849849939346313,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.9589589834213257,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.8898898959159851,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.7457457184791565,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.5725725889205933,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_4,,0.38038039207458496,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.9949949979782104,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.9949949979782104,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.988988995552063,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.9839839935302734,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.9619619846343994,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.8738738894462585,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2048,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2048x512_mem16_bs64_bptt--1_eval_from_32x512_long/run_4,,0.25525525212287903,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.7267267107963562,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_4,,0.5625625848770142,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,19532,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_19532x512_mem16_bs64_bptt--1_eval_from_32x512_long/run_4,,0.16161616146564484,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_32x512_no_noise/run_4,,0.9769769906997681,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_32x512_no_noise/run_4,,0.9769392013549805,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_vary/run_1,5000.0,0.9390000104904175,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_vary/run_1,5000.0,0.8379999995231628,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.9959959983825684,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.946946918964386,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.7457457184791565,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.4634634554386139,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9959959983825684,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9289289116859436,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.8478478193283081,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.7507507801055908,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_from_cpt_2-16_vary/run_1,3050.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,1,32.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem32_bs64_bptt--1_vary/run_1,5000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,2,32.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem32_bs64_bptt--1_vary/run_1,5000.0,0.9290000200271606,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,4,32.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem32_bs64_bptt--1_vary/run_1,5000.0,0.8090000152587891,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,16,32.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_16x512_mem32_bs64_bptt--1_from_cpt_4-16_vary/run_1,5000.0,0.7620000243186951,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,2,linear,32,32.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_32x512_mem32_bs64_bptt--1_from_cpt_4-32_vary/run_1,4150.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_1,5000.0,0.9520000219345093,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_4,0.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_4,10000.0,0.9509999752044678,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,3,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_3x512_mem16_bs64_bptt--1_from_cpt_2-3/run_1,750.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_1,10000.0,0.9570000171661377,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_1,2000.0,0.9969969987869263,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,3,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_3x512_mem16_bs64_bptt--1_from_cpt_2-3/run_1,10000.0,0.8809999823570251,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_from_cpt_3-4/run_1,10000.0,0.8399999737739563,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_3x512_vary_from_cpt/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_3x512_vary_from_cpt/run_1,,0.9379379153251648,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9449449181556702,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_1,2000.0,0.9969969987869263,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_3x512_vary_from_cpt/run_1,,0.8308308124542236,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.8358358144760132,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_3x512_vary_from_cpt/run_1,,0.5905905961990356,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/lr1e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.7407407164573669,-1,False
